Case Number,Location,Total Number Occupants,Total Number Units,Licence Commenced,Licence Expires
16/05299/HMOADS,356 Cowley Road Oxford Oxfordshire OX4 2AG,4,,21-Dec-16,20-Feb-18
16/06144/HMOADS,13 Preachers Lane Oxford Oxfordshire OX1 1RS,4,4,20-Feb-17,20-Feb-18
17/00215/HMOLIC,35 York Road Oxford Headington Oxfordshire OX3 8NR,5,,22-Feb-17,21-Feb-18
16/05488/HMOADS,3 Earl Street Oxford Oxfordshire OX2 0JA,4,,21-Feb-17,21-Feb-18
16/03302/HMOLIC,361 Cowley Road Oxford Oxfordshire OX4 2BP,7,,21-Feb-17,21-Feb-18
16/05814/HMOLIC,242 Abingdon Road Oxford Oxfordshire OX1 4SP,6,,22-Feb-17,21-Feb-18
14/03858/HMOADS,73 Morrell Avenue Oxford Oxfordshire OX4 1NQ,4,,23-Feb-17,22-Feb-18
16/05132/HMOADL,6 Aldrich Road Oxford Oxfordshire OX2 7SS,8,,23-Feb-17,22-Feb-18
16/05197/HMOADS,70 Margaret Road Oxford Oxfordshire OX3 8NQ,3,,23-Feb-17,22-Feb-18
16/06062/HMOADL,48 Jackson Road Oxford Oxfordshire OX2 7TS,5,,23-Feb-17,22-Feb-18
16/06054/HMOADS,8 Edgeway Road Oxford Oxfordshire OX3 0HE,4,,23-Feb-17,22-Feb-18
16/05217/HMOADL,13 Fair View Oxford Oxfordshire OX3 7EZ,6,,23-Feb-17,22-Feb-18
16/02760/HMOADS,85 Oxford Road Cowley Oxford OX4 2ER,4,,23-Feb-17,22-Feb-18
16/04328/HMOADL,47 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,5,,23-Feb-17,22-Feb-18
16/00469/HMOADS,211 Morrell Avenue Oxford Oxfordshire OX4 1NF,5,,23-Feb-17,22-Feb-18
16/00273/HMOADS,44 Girdlestone Road Oxford Headington Oxfordshire OX3 7NA,4,4,23-Feb-17,22-Feb-18
16/05853/HMOADS,53 Venneit Close Oxford Oxfordshire OX1 1HY,3,,24-Feb-17,23-Feb-18
16/04346/HMOLIC,10 Cricket Road Oxford Oxfordshire OX4 3DG,5,,23-Feb-17,23-Feb-18
16/04929/HMOLIC,309 Cowley Road Oxford Oxfordshire OX4 2AQ,15,15,24-Nov-16,23-Feb-18
16/04054/HMOADS,422 Cowley Road Oxford Oxfordshire OX4 2BX,5,,23-Feb-17,23-Feb-18
16/00135/HMOADS,63 Wharton Road Oxford Oxfordshire OX3 8AL,4,,23-Feb-16,23-Feb-18
17/00077/HMOADS,103 Morrell Avenue Oxford Oxfordshire OX4 1NQ,4,,24-Feb-17,23-Feb-18
16/06231/HMOADL,46 Oxford Road Old Marston Oxford Oxfordshire OX3 0RD,10,10,23-Feb-17,23-Feb-18
16/01735/HMOLIC,26 Divinity Road Oxford Oxfordshire OX4 1LJ,8,8,24-Jul-16,23-Feb-18
16/05529/HMOADL,99 Gipsy Lane Oxford Oxfordshire OX3 7PU,5,,24-Feb-17,23-Feb-18
16/06059/HMOADS,11 Trafford Road Oxford Oxfordshire OX3 8BD,4,4,25-Feb-17,24-Feb-18
16/04968/HMOADL,43 Old Road Headington Oxford Oxfordshire OX3 7JZ,5,5,25-Nov-16,25-Feb-18
16/00155/HMOADS,46 Bailey Road Oxford Oxfordshire OX4 3HY,4,3,25-Feb-16,25-Feb-18
16/03631/HMOADL,447 Cowley Road Oxford Oxfordshire OX4 2DN,5,4,27-Aug-16,26-Feb-18
18/00220/HMOADS,473 Marston Road Oxford Oxfordshire OX3 0JQ,3,,27-Feb-17,26-Feb-18
16/04609/HMOADL,386 Cowley Road Oxford Oxfordshire OX4 2BY,9,7,27-Oct-16,26-Feb-18
16/06036/HMOADS,55 Norreys Avenue Oxford Oxfordshire OX1 4ST,4,,27-Feb-17,26-Feb-18
16/06210/HMOADS,16 Townsend Square Oxford Oxfordshire OX4 4BB,5,,27-Feb-17,26-Feb-18
16/01365/HMOADL,77 East Avenue Oxford Oxfordshire OX4 1XR,4,,27-Feb-17,26-Feb-18
16/05957/HMOADS,54 Windmill Road Oxford Oxfordshire OX3 7BX,4,,28-Feb-17,27-Feb-18
17/00058/HMOADL,29 Jeune Street Oxford Oxfordshire OX4 1BN,5,,28-Feb-17,27-Feb-18
16/01220/HMOADL,408 Cowley Road Oxford Oxford OX4 2BX,5,3,28-May-16,27-Feb-18
16/00811/HMOLIC,46 Cricket Road Oxford OX4 3DQ,5,5,28-Feb-17,27-Feb-18
16/06029/HMOADL,11 Mortimer Road Oxford Oxfordshire OX4 4UQ,6,,28-Feb-17,27-Feb-18
16/00165/HMOADL,73A Lime Walk Oxford Oxfordshire OX3 7AD,5,5,27-Feb-16,27-Feb-18
16/02790/HMOLIC,59F Lake Street Oxford Oxfordshire OX1 4RR,7,,01-Mar-17,28-Feb-18
16/00593/HMOLIC,363 Cowley Road Oxford Oxford OX4 2BP,10,,31-Mar-16,28-Feb-18
16/05942/HMOADS,6 Glanville Road Oxford Oxfordshire OX4 2DD,4,4,30-Jan-17,28-Feb-18
16/03034/HMOADL,59D Lake Street Oxford Oxfordshire OX1 4RR,5,,01-Mar-17,28-Feb-18
16/00415/HMOADL,41 Nowell Road Oxford Oxfordshire OX4 4TB,5,,01-Mar-17,28-Feb-18
17/00006/HMOLIC,186 Headington Road Oxford Headington Oxfordshire OX3 0BS,5,5,01-Mar-17,28-Feb-18
16/03651/HMOLIC,295 Cowley Road Oxford Oxfordshire OX4 2AQ,10,10,01-Sep-16,28-Feb-18
16/03639/HMOADL,12 Fox Crescent Oxford Oxfordshire OX1 4UX,15,10,30-Aug-16,28-Feb-18
16/05121/HMOADS,19 Wellington Street Oxford OX2 6BB,4,,01-Mar-17,28-Feb-18
15/03529/HMOLIC,10 St Michael's Street Oxford Oxfordshire OX1 2DU,5,,01-Mar-17,28-Feb-18
16/05361/HMOADL,47 Gipsy Lane Oxford Oxfordshire OX3 7PT,5,,25-Dec-16,28-Feb-18
16/04410/HMOADL,2 Valentia Road Oxford Oxfordshire OX3 7PL,7,,28-Oct-16,28-Feb-18
16/03245/HMOADS,210 Headington Road Oxford Oxfordshire OX3 7PS,4,,02-Mar-17,01-Mar-18
17/00610/HMOADL,40A Lake Street Oxford Oxfordshire OX1 4RW,4,,02-Mar-17,01-Mar-18
17/00512/HMOADL,20 Bartlemas Road Oxford Oxfordshire OX4 1XX,5,6,02-Mar-17,01-Mar-18
16/04735/HMOADL,221A Cowley Road Oxford Oxfordshire OX4 1XG,6,,02-Mar-17,01-Mar-18
15/01133/HMOADL,78 James Street Oxford Oxfordshire OX4 1EX,4,4,02-Mar-17,01-Mar-18
16/03073/HMOADS,15 Norham Road Oxford Oxfordshire OX2 6SF,4,4,02-Mar-17,01-Mar-18
16/03167/HMOADS,313 Meadow Lane Oxford Oxfordshire OX4 4BJ,4,,02-Mar-17,01-Mar-18
16/06212/HMOADL,12 Oliver Road Oxford Oxfordshire OX4 2JE,5,5,02-Mar-17,01-Mar-18
17/00023/HMOADS,67 Edgeway Road Oxford Oxfordshire OX3 0HF,4,,03-Mar-17,02-Mar-18
16/06191/HMOADS,96 East Avenue Oxford Oxfordshire OX4 1XR,4,4,03-Mar-17,02-Mar-18
17/00486/HMOADL,74 Bullingdon Road Oxford Oxfordshire OX4 1QL,4,,03-Mar-17,02-Mar-18
16/01855/HMOLIC,2 Cardigan Street Oxford Oxfordshire OX2 6BW,6,,03-Mar-17,02-Mar-18
16/05562/HMOADL,143 Magdalen Road Oxford Oxfordshire OX4 1RL,4,,03-Mar-17,02-Mar-18
16/05039/HMOADL,28 Fairlie Road Oxford Oxfordshire OX4 3SW,7,,02-Dec-16,02-Mar-18
17/00760/HMOADS,14 Grays Road Oxford Headington Oxfordshire OX3 7QA,4,4,02-Mar-17,02-Mar-18
16/03724/HMOADS,299 Cowley Road Oxford Oxfordshire OX4 2AQ,4,,04-Sep-16,03-Mar-18
16/05411/HMOADS,1 Swan Court Paradise Street Oxford Oxfordshire OX1 1JB,3,,03-Mar-17,03-Mar-18
16/04250/HMOADL,19 Belvedere Road Oxford Oxfordshire OX4 2AZ,4,,14-Oct-16,03-Mar-18
16/05409/HMOLIC,158 Kingston Road Oxford Oxfordshire OX2 6RP,6,5,04-Mar-17,03-Mar-18
16/04820/HMOADL,25 Bath Street Oxford Oxfordshire OX4 1AY,3,3,15-Nov-16,03-Mar-18
17/00178/HMOADS,255 Abingdon Road Oxford Oxfordshire OX1 4TH,4,4,03-Mar-17,03-Mar-18
17/00008/HMOADL,21 Hodges Court Oxford Oxfordshire OX1 4NY,4,4,03-Mar-17,03-Mar-18
17/00007/HMOADL,8 Morris Crescent Oxford Oxfordshire OX4 3ED,7,,04-Mar-17,03-Mar-18
16/05953/HMOADL,4 Cavendish Drive Oxford Marston Oxfordshire OX3 0SB,6,,06-Mar-17,05-Mar-18
16/00201/HMOLIC,40 Bartlemas Road Oxford Oxfordshire OX4 1XX,5,5,05-Mar-16,05-Mar-18
16/06221/HMOADL,45 Valentia Road Oxford Headington Oxfordshire OX3 7PN,4,4,06-Mar-17,06-Mar-18
15/04568/HMOLIC,16 Meyseys Close Oxford Oxfordshire OX3 7SF,7,,07-Mar-17,06-Mar-18
16/06229/HMOADS,7 Boulter Street Oxford Oxfordshire OX4 1AX,4,5,07-Mar-17,06-Mar-18
16/00214/HMOADS,4 Fairlie Road Oxford OX4 3SW,5,,06-Mar-16,06-Mar-18
17/00073/HMOLIC,49 Ridgefield Road Oxford OX4 3BX,20,20,07-Mar-17,06-Mar-18
16/03364/HMOADL,86 Crescent Road Oxford Oxfordshire OX4 2PD,5,4,08-Aug-16,07-Mar-18
17/00057/HMOADL,Flat B 65 Ashhurst Way Oxford Oxfordshire OX4 4RF,4,4,08-Mar-17,07-Mar-18
16/03429/HMOADL,12 Shelley Road Oxford Oxfordshire OX4 3EA,5,5,08-Aug-16,07-Mar-18
15/00660/HMOADS,12 Slade Close Oxford Oxfordshire OX3 7DY,4,2,08-Mar-17,07-Mar-18
17/00122/HMOADL,27 The Grates Oxford Oxfordshire OX4 3LJ,9,,09-Mar-17,08-Mar-18
16/03436/HMOLIC,156 Fern Hill Road Oxford Oxfordshire OX4 2JR,4,,09-Aug-16,09-Mar-18
16/05265/HMOLIC,18 Horwood Close Oxford Headington Oxfordshire OX3 7RF,6,5,09-Nov-16,09-Mar-18
16/05166/HMOADS,103 The Slade Oxford Oxfordshire OX3 7HW,4,,11-Dec-16,10-Mar-18
16/03057/HMOADL,17 Jack Straw's Lane Oxford Oxfordshire OX3 0DL,5,5,10-Jul-16,10-Mar-18
16/04215/HMOADL,20 Shirelake Close Oxford Oxfordshire OX1 1SN,3,3,10-Oct-16,10-Mar-18
16/00245/HMOADS,55 Trinity Street Oxford Oxfordshire OX1 1TY,4,4,10-Mar-16,10-Mar-18
16/00227/HMOLIC,37 Regent Street Oxford Oxfordshire OX4 1QX,7,6,10-Mar-16,10-Mar-18
16/06046/HMOADS,32 Cherwell Street Oxford Oxfordshire OX4 1BG,3,,12-Mar-17,11-Mar-18
17/00153/HMOADL,20 Grays Road Oxford Oxfordshire OX3 7QA,6,6,12-Mar-17,11-Mar-18
16/06143/HMOADL,10 Sheepway Court Oxford Oxfordshire OX4 4JL,5,,17-Feb-17,11-Mar-18
16/03572/HMOADL,25 St Thomas Street Oxford Oxfordshire OX1 1JJ,4,4,16-Aug-16,11-Mar-18
17/03876/HMOADS,1 Albert Street Oxford Oxfordshire OX2 6AY,5,,13-Mar-17,12-Mar-18
17/00262/HMOLIC,65B St Mary's Road Oxford Oxfordshire OX4 1PN,6,,13-Mar-17,12-Mar-18
16/00270/HMOADL,14 Monmouth Road Oxford Oxfordshire OX1 4TD,5,5,12-Mar-16,12-Mar-18
17/00019/HMOADL,8 Cross Street Oxford Oxfordshire OX4 1BZ,3,3,13-Mar-17,12-Mar-18
16/01785/HMOADL,16 Underhill Circus Oxford Oxfordshire OX3 9LU,4,,13-Mar-17,12-Mar-18
17/00090/HMOADS,11 Pauling Road Headington Oxford OX3 8PU,4,4,13-Mar-17,12-Mar-18
16/04738/HMOADS,21 Essex Street Oxford OX4 3AW,4,,13-Mar-17,12-Mar-18
16/02576/HMOLIC,55A Cowley Road Oxford Oxfordshire OX4 1HR,5,5,13-Mar-17,12-Mar-18
16/03423/HMOADS,32 Morrell Avenue Oxford Oxfordshire OX4 1ND,4,4,13-Mar-17,12-Mar-18
16/05612/HMOADL,118 Southfield Road Oxford Oxfordshire OX4 1PA,5,,14-Mar-17,13-Mar-18
16/01400/HMOADS,27 Weldon Road Oxford Oxfordshire OX3 0HP,4,,14-Mar-17,13-Mar-18
16/04374/HMOADL,35 Lamarsh Road Oxford Oxfordshire OX2 0LD,5,,14-Mar-17,13-Mar-18
16/04606/HMOADL,16 Cherwell Street Oxford Oxfordshire OX4 1BG,4,4,15-Mar-17,14-Mar-18
16/06043/HMOADL,11 Bartlemas Road Oxford Oxfordshire OX4 1XU,5,4,15-Mar-17,14-Mar-18
15/05617/HMOADL,28 Hendred Street Oxford Oxfordshire OX4 2ED,4,,15-Mar-17,14-Mar-18
17/00292/HMOADL,37 Randolph Street Oxford Oxfordshire OX4 1XZ,5,5,15-Mar-17,14-Mar-18
17/00233/HMOADS,49 East Avenue Oxford Oxfordshire OX4 1XP,4,,15-Mar-17,14-Mar-18
15/03241/HMOADS,36 Charles Street Oxford Oxfordshire OX4 3AS,5,,15-Mar-17,14-Mar-18
15/05191/HMOLIC,84 Percy Street Oxford Oxfordshire OX4 3AD,6,6,15-Mar-17,14-Mar-18
17/00070/HMOADL,11 Marston Street Oxford Oxfordshire OX4 1JU,5,,15-Mar-17,14-Mar-18
17/00074/HMOADL,4 Outram Road Oxford Oxfordshire OX4 3PE,7,,16-Mar-17,15-Mar-18
16/05999/HMOADL,133 Howard Street Oxford Oxfordshire OX4 3AZ,4,4,16-Mar-17,15-Mar-18
16/05995/HMOADS,88A Rose Hill Oxford Oxfordshire OX4 4HX,3,,16-Mar-17,15-Mar-18
17/00069/HMOLIC,30 Divinity Road Oxford Oxfordshire OX4 1LJ,6,6,15-Mar-17,15-Mar-18
16/03417/HMOADL,10 Heath Close Oxford Oxfordshire OX3 7NJ,5,5,16-Mar-17,15-Mar-18
16/03662/HMOADL,38 Bartlemas Road Oxford OX4 1XX,6,,27-Aug-16,15-Mar-18
17/00197/HMOLIC,71 Hurst Street Oxford Oxfordshire OX4 1HA,5,5,16-Mar-17,15-Mar-18
17/00216/HMOADL,19 Shelley Road Oxford Oxfordshire OX4 3EB,4,4,17-Mar-17,16-Mar-18
16/05487/HMOADS,15 Binsey Lane Oxford OX2 0EX,4,,17-Mar-17,16-Mar-18
17/00136/HMOLIC,34 Edith Road Oxford Oxfordshire OX1 4QA,6,6,16-Mar-17,16-Mar-18
17/00138/HMOADL,4 Reliance Way Oxford Oxfordshire OX4 2FU,4,,17-Mar-17,16-Mar-18
16/06103/HMOADL,123 Dene Road Oxford Oxfordshire OX3 7EQ,5,,17-Mar-17,16-Mar-18
16/06198/HMOADS,18 Belvedere Road Oxford Oxfordshire OX4 2AZ,4,,17-Mar-17,16-Mar-18
16/03327/HMOADL,6 Divinity Road Oxford Oxfordshire OX4 1LJ,5,,17-Mar-17,16-Mar-18
17/00243/HMOADS,75 St Clement's Street Oxford Oxfordshire OX4 1AH,4,,16-Mar-17,16-Mar-18
17/00331/HMOADL,61 Headley Way Oxford Oxfordshire OX3 7SR,5,4,17-Mar-17,16-Mar-18
16/05609/HMOLIC,Wynton 9 Addison Crescent Oxford Oxfordshire OX4 4BD,5,5,18-Jan-17,17-Mar-18
17/00222/HMOADL,12 Benson Road Oxford Oxfordshire OX3 7EH,6,,18-Mar-17,17-Mar-18
16/03549/HMOADL,31 Franklin Road Oxford Oxfordshire OX3 7SB,4,5,18-Aug-16,17-Mar-18
17/00200/HMOADS,46 James Street Oxford Oxfordshire OX4 1ET,4,,17-Mar-17,17-Mar-18
17/00234/HMOADL,46 Ashhurst Way Oxford OX4 4RE,24,,18-Mar-17,17-Mar-18
17/00207/HMOADS,119 Ferry Road Oxford Oxfordshire OX3 0EX,4,,18-Mar-17,17-Mar-18
17/00212/HMOLIC,60 Reliance Way Oxford Oxfordshire OX4 2FG,5,5,18-Mar-17,18-Mar-18
16/00086/HMOADL,83 Cricket Road Oxford Oxfordshire OX4 3DJ,5,6,20-Mar-17,19-Mar-18
17/00245/HMOADL,11 Southfield Road Oxford OX4 1NX,6,,19-Mar-17,19-Mar-18
17/00082/HMOADS,200 Howard Street Oxford Oxfordshire OX4 3BH,3,,20-Mar-17,19-Mar-18
16/02203/HMOADL,34 Arlington Drive Marston Oxford OX3 0SJ,8,,20-Mar-17,19-Mar-18
16/06038/HMOADS,73 Mill Street Oxford Oxfordshire OX2 0AL,4,,20-Mar-17,19-Mar-18
16/04062/HMOADS,1 Horspath Road Oxford Oxfordshire OX4 2QL,4,,20-Mar-17,19-Mar-18
16/02781/HMOADS,92C Cowley Road Oxford Oxfordshire OX4 1JB,3,3,20-Mar-17,19-Mar-18
16/06163/HMOADL,40 Asquith Road Oxford Oxfordshire OX4 4RH,5,,20-Mar-17,19-Mar-18
16/02746/HMOADL,9 Boulter Street Oxford Oxfordshire OX4 1AX,5,5,20-Mar-17,19-Mar-18
16/03161/HMOADS,25 Cleveland Drive Oxford Oxfordshire OX4 3HA,4,,19-Jul-16,19-Mar-18
16/02897/HMOADL,5 Botley Road Oxford Oxfordshire OX2 0AA,5,,20-Mar-17,19-Mar-18
16/06202/HMOADS,63 Church Cowley Road Oxford Oxfordshire OX4 3JS,4,,21-Mar-17,20-Mar-18
17/00299/HMOADS,66 Hurst Street Oxford Oxfordshire OX4 1HF,5,,21-Mar-17,20-Mar-18
16/06079/HMOADS,4 Marsh Road Oxford Oxfordshire OX4 2HH,12,,21-Mar-17,20-Mar-18
17/00302/HMOADS,24 Hart Street Oxford Oxfordshire OX2 6BN,4,,21-Mar-17,20-Mar-18
16/05226/HMOADL,48 Bartlemas Road Oxford Oxfordshire OX4 1XX,6,,22-Mar-17,21-Mar-18
17/00218/HMOADS,107 St Mary's Road Oxford Oxfordshire OX4 1QD,4,,21-Mar-17,21-Mar-18
17/00578/HMOADS,52 Headley Way Oxford Oxfordshire OX3 0LU,4,,22-Mar-17,21-Mar-18
17/00362/HMOADS,16 Bartlemas Close Oxford Oxfordshire OX4 2AE,4,4,22-Mar-17,21-Mar-18
17/00226/HMOADL,427 Marston Road Oxford Oxfordshire OX3 0JG,8,,22-Mar-17,21-Mar-18
17/00158/HMOADL,129 Dene Road Headington Oxford OX3 7EQ,5,,22-Mar-17,21-Mar-18
17/00127/HMOADL,240 Abingdon Road Oxford Oxfordshire OX1 4SP,6,,22-Mar-17,21-Mar-18
17/00180/HMOLIC,Dorset House 44 - 60 London Road Headington Oxford Oxfordshire,313,,22-Mar-17,21-Mar-18
16/05437/HMOADL,39 Botley Road Oxford Oxfordshire OX2 0BN,5,,22-Mar-17,21-Mar-18
17/00293/HMOADS,Flat 12 Furnace House Eagle Works Walton Well Road Oxford Oxfordshire OX2 6GF,5,,22-Mar-17,21-Mar-18
17/00223/HMOLIC,18A Vicarage Road Oxford Oxfordshire OX1 4RB,7,,22-Mar-17,21-Mar-18
17/00124/HMOLIC,83 Abingdon Road Oxford Oxfordshire OX1 4PR,5,,22-Mar-17,21-Mar-18
16/02468/HMOLIC,31 Aston Street Oxford Oxfordshire OX4 1EW,6,,22-Mar-17,21-Mar-18
16/03618/HMOADS,10 Holyoake Road Oxford Oxfordshire OX3 8AE,4,4,22-Mar-17,21-Mar-18
16/03253/HMOADS,37 Gaisford Road Oxford Oxfordshire OX4 3LH,4,,22-Mar-17,21-Mar-18
15/05314/HMOADL,61 Ashhurst Way Oxford OX4 4RE,8,,22-Mar-17,21-Mar-18
16/06205/HMOADS,9 Gipsy Lane Oxford Headington Oxfordshire OX3 7PT,4,,22-Mar-17,21-Mar-18
17/00268/HMOADS,3 James Street Oxford OX4 1ET,4,,23-Mar-17,22-Mar-18
16/05034/HMOADS,7 Ridgefield Road Oxford Oxfordshire OX4 3BS,4,,23-Mar-17,22-Mar-18
17/00347/HMOADL,3 Leander Way Oxford Oxfordshire OX1 4XR,5,,23-Mar-17,22-Mar-18
17/00317/HMOADS,65 Oxford Road Cowley Oxford Oxfordshire OX4 2ER,4,,23-Mar-17,22-Mar-18
17/00288/HMOADS,8 Calcot Close Oxford Oxfordshire OX3 8PX,4,,23-Mar-17,22-Mar-18
17/00269/HMOADS,9 Marlborough Road Oxford Oxfordshire OX1 4LW,4,,23-Mar-17,22-Mar-18
17/00255/HMOADS,34 Garsington Road Oxford Oxfordshire OX4 2LG,6,,23-Mar-17,22-Mar-18
16/05472/HMOADS,4 Chadlington Road Oxford Oxfordshire OX2 6SY,4,,23-Mar-17,22-Mar-18
17/00145/HMOLIC,7 Lawrence Road Oxford Oxfordshire OX4 3ER,7,7,23-Mar-17,22-Mar-18
16/06227/HMOLIC,96 St Clements Street Oxford Oxfordshire OX4 1AR,5,5,23-Mar-17,22-Mar-18
16/01882/HMOADS,14 Wharf House Juxon Street Oxford Oxfordshire OX2 6DU,3,,23-Mar-17,22-Mar-18
16/03604/HMOADS,27 Hendred Street Oxford Oxfordshire OX4 2EE,4,4,22-Aug-16,22-Mar-18
17/00033/HMOADS,208 Headley Way Oxford Oxfordshire OX3 7TA,4,,23-Mar-17,22-Mar-18
16/03026/HMOADL,12 Meyseys Close Oxford Oxfordshire OX3 7SF,5,5,24-Mar-17,23-Mar-18
16/03964/HMOADL,9 Lamarsh Road Oxford Oxfordshire OX2 0LD,3,3,23-Sep-16,23-Mar-18
16/04542/HMOADS,9 Meadow Lane Oxford Oxfordshire OX4 1TL,4,,23-Oct-16,23-Mar-18
16/02589/HMOLIC,20 Jeune Street Oxford Oxfordshire OX4 1BN,4,4,24-Mar-17,23-Mar-18
17/00250/HMOLIC,49 Beech Croft Road Oxford Oxfordshire OX2 7AY,8,,24-Mar-17,23-Mar-18
16/02741/HMOADL,28 Boulter Street Oxford Oxfordshire OX4 1AX,5,5,24-Mar-17,23-Mar-18
17/00294/HMOADS,Second Floor 142 - 144 Cowley Road Oxford Oxfordshire OX4 1JJ,3,,23-Mar-17,23-Mar-18
16/02758/HMOADL,8 Boulter Street Oxford Oxfordshire OX4 1AX,5,5,24-Mar-17,23-Mar-18
17/00231/HMOADL,44 Ashhurst Way Oxford Oxfordshire OX4 4RE,24,,24-Mar-17,23-Mar-18
16/02584/HMOLIC,23 Cranham Street Oxford Oxfordshire OX2 6DD,4,,24-Mar-17,23-Mar-18
16/03320/HMOADS,98 Magdalen Road Oxford Oxfordshire OX4 1RG,3,3,24-Mar-17,23-Mar-18
17/00365/HMOADS,54A St Clement's Street Oxford Oxfordshire OX4 1AG,4,,24-Mar-17,23-Mar-18
16/03437/HMOADL,110 Morrell Avenue Oxford Oxfordshire OX4 1NA,5,5,21-Jul-16,23-Mar-18
16/05649/HMOADS,93 Reliance Way Oxford Oxfordshire OX4 2FW,3,,24-Mar-17,23-Mar-18
16/03457/HMOLIC,83 James Street Oxford Oxfordshire OX4 1EX,6,6,24-Mar-17,23-Mar-18
16/03411/HMOADL,1 Napier Road Oxford OX4 3HZ,5,,24-Mar-17,23-Mar-18
16/05354/HMOLIC,5 Divinity Road Oxford Oxfordshire OX4 1LH,6,6,24-Dec-16,24-Mar-18
16/03596/HMOADS,10 Valentia Road Oxford Oxfordshire OX3 7PL,4,4,24-Aug-16,24-Mar-18
17/00253/HMOADL,33 Argyle Street Oxford Oxfordshire OX4 1ST,4,,25-Mar-17,24-Mar-18
17/00251/HMOLIC,31 Argyle Street Oxford Oxfordshire OX4 1ST,6,,25-Mar-17,24-Mar-18
17/00308/HMOADL,167 Hollow Way Oxford Oxfordshire OX4 2NE,8,5,26-Mar-17,25-Mar-18
17/00422/HMOADL,104 Cricket Road Oxford Oxfordshire OX4 3DJ,5,5,25-Mar-17,25-Mar-18
17/00272/HMOADL,6 Massey Close Oxford Oxfordshire OX3 7NE,5,5,26-Mar-17,25-Mar-18
16/03975/HMOADS,First Floor Flat 2 8 Lime Walk Oxford Oxfordshire OX3 7AE,3,,25-Sep-16,25-Mar-18
16/00502/HMOADS,35 Grays Road Oxford Oxfordshire OX3 7PZ,4,,26-Mar-16,26-Mar-18
17/00246/HMOADL,4 White Road Oxford Oxfordshire OX4 2JJ,5,,27-Mar-17,26-Mar-18
16/04026/HMOADL,1 Oliver Road Oxford Oxfordshire OX4 2JQ,5,,26-Sep-16,26-Mar-18
16/00495/HMOADL,37 Bulan Road Oxford Oxfordshire OX3 7HU,5,,26-Mar-16,26-Mar-18
16/04035/HMOADL,9 Valentia Road Oxford Oxfordshire OX3 7PN,5,5,26-Sep-16,26-Mar-18
16/02447/HMOADS,59 Mark Road Oxford Oxfordshire OX3 8PB,5,,01-Jul-16,27-Mar-18
14/00033/HMOADL,67 Horspath Road Oxford Oxfordshire OX4 2QW,7,,28-Mar-17,27-Mar-18
16/00503/HMOADS,19 New High Street Oxford Oxfordshire OX3 7AJ,4,,27-Mar-16,27-Mar-18
16/05374/HMOADS,59 Grays Road Oxford Oxfordshire OX3 7PZ,4,4,28-Mar-17,27-Mar-18
16/06162/HMOADL,27 Fern Hill Road Oxford OX4 2JN,6,,28-Mar-17,27-Mar-18
17/00273/HMOADL,5 Wilson Place Cave Street Oxford Oxfordshire OX4 1AF,3,3,28-Mar-17,27-Mar-18
16/03369/HMOADS,79 Ridgefield Road Oxford Oxfordshire OX4 3BY,4,4,28-Mar-17,27-Mar-18
16/03523/HMOADS,362 Marston Road Oxford Oxfordshire OX3 0JB,4,3,14-Aug-16,27-Mar-18
16/03460/HMOADL,26 Magdalen Road Oxford Oxfordshire OX4 1RP,4,5,28-Aug-16,27-Mar-18
16/03310/HMOADS,6 Kenilworth Avenue Oxford Oxfordshire OX4 2AN,6,6,27-Jul-16,27-Mar-18
16/03542/HMOADS,158 Marlborough Road Oxford Oxfordshire OX1 4LS,4,,12-Aug-16,27-Mar-18
17/00330/HMOADS,11 Riverside Road Oxford Oxfordshire OX2 0HT,4,3,29-Mar-17,28-Mar-18
16/05661/HMOADS,21 Wharf House Juxon Street Oxford Oxfordshire OX2 6DU,3,,29-Mar-17,28-Mar-18
16/00097/HMOADL,12 Sunningwell Road Oxford Oxfordshire OX1 4SX,5,5,29-Mar-17,28-Mar-18
15/05654/HMOADS,14 Bracegirdle Road Oxford Oxfordshire OX3 8RJ,4,,29-Mar-17,28-Mar-18
17/00587/HMOADL,29A Cowley Road Oxford Oxfordshire OX4 1HP,3,3,29-Mar-17,28-Mar-18
16/00146/HMOADS,10 Slade Close Oxford Oxfordshire OX3 7DY,4,3,29-Mar-17,28-Mar-18
16/03667/HMOADL,5 Pipkin Way Oxford Oxfordshire OX4 4AR,5,,29-Aug-16,28-Mar-18
15/03077/HMOLIC,88 St Clement's Street Oxford Oxfordshire OX4 1AR,5,5,29-Mar-17,28-Mar-18
17/00414/HMOADL,5 Pipley Furlong Oxford Oxfordshire OX4 4JW,5,,30-Mar-17,29-Mar-18
16/02915/HMOLIC,The Old Mission Hall 57B St Clement's Street Oxford Oxfordshire OX4 1AG,12,12,30-Mar-17,29-Mar-18
16/01904/HMOADS,12 Wharf House Juxon Street Oxford Oxfordshire OX2 6DU,3,,28-Mar-17,29-Mar-18
17/00469/HMOADS,14 Randolph Street Oxford Oxfordshire OX4 1XY,4,,30-Mar-17,29-Mar-18
17/00274/HMOADL,17 Pauling Road Oxford Oxfordshire OX3 8PU,10,,30-Mar-17,29-Mar-18
17/01704/HMOADS,6 Juniper Drive Oxford Oxfordshire OX4 6RZ,5,,30-Mar-17,29-Mar-18
